ID;Position;ParentID;Type;Key;Title;Description;ReleasePolicy;Datatype;Unit;Decimals;Default
212;162;209;Topic;WIAUitkeringWGARegeling_161;WIA-uitkering: WGA-regeling;"Het aantal personen dat een uitkering ontvangt in het kader van de Wet werk en inkomen naar arbeidsvermogen (WIA) regeling Werkhervatting gedeeltelijk arbeidsgeschikten (WGA).

De cijfers hebben betrekking op de laatste dag van de verslagperiode.

Wet werk en inkomen naar arbeidsvermogen (WIA)
De WIA geeft werknemers die na een wachttijd van twee jaar nog minstens 35 procent arbeidsongeschikt zijn, recht op een uitkering. De wet is zó opgezet dat men gestimuleerd wordt om naar vermogen te werken. 
De wet kent twee regelingen: de regeling Inkomensverzekering volledig arbeidsongeschikten (IVA) en de regeling Werkhervatting gedeeltelijk arbeidsgeschikten (WGA).
De IVA regelt een uitkering voor werknemers die langdurig en volledig arbeidsongeschikt zijn. De WGA geeft recht op een loonaanvullende uitkering als een werknemer gedeeltelijk arbeidsongeschikt is.
De WIA vervangt per 29 december 2005 de WAO.
Het recht op een WIA-uitkering vervalt bij het bereiken van de AOW-gerechtigde leeftijd.
";;Double;aantal;0;Impossible
213;163;209;Topic;WajongUitkering_162;Wajong-uitkering;"Het aantal personen dat een uitkering ontvangt in het kader van de Wet arbeidsongeschiktheidsvoorziening jonggehandicapten (Wajong) of de Wet werk en arbeidsondersteuning jonggehandicapten (Wet Wajong).

De cijfers hebben betrekking op de laatste dag van de verslagperiode.

Wet arbeidsongeschiktheidsvoorziening jonggehandicapten (Wajong)
De Wajong is een wettelijke voorziening in de financiële gevolgen van langdurige arbeidsongeschiktheid van mensen die geen aanspraak kunnen maken op de WAO/WIA omdat er geen arbeidsverleden is opgebouwd. 
Dit zijn mensen die arbeidsongeschikt zijn voor de dag dat zij 17 jaar worden of na hun 17e jaar arbeidsongeschikt worden én een opleiding/studie volgen.
Vanaf 1 januari 2010 is de Wajong vervangen door de Wet Wajong. De Wajong blijft gelden voor jongeren die voor 1 januari 2010 een uitkering hebben aangevraagd.
Het recht op een Wajong-uitkering vervalt bij het bereiken van de AOW-gerechtigde leeftijd.

Wet werk en arbeidsondersteuning jonggehandicapten (Wet Wajong)
Met ingang van 1 januari 2010 is de Wet werk en arbeidsondersteuning jonggehandicapten (Wet Wajong) in werking getreden.
In tegenstelling tot de Wajong hebben jongeren met een ziekte of handicap in de eerste plaats recht op hulp bij het vinden en houden van werk. Daaraan gekoppeld kunnen ze een inkomensondersteuning krijgen. 
Vanaf 2015 staat de Wet Wajong alleen nog open voor jonggehandicapten die duurzaam geen mogelijkheden hebben om deel te nemen aan het arbeidsproces.
Jonggehandicapten die nog kunnen werken, maar ondersteuning nodig hebben vallen vanaf die datum onder de Participatiewet en kunnen voor ondersteuning terecht bij de gemeente.
Het recht op een uitkering in het kader van de Wet Wajong vervalt bij het bereiken van de AOW-gerechtigde leeftijd.
";;Double;aantal;0;Impossible
214;164;203;Topic;AOW_163;AOW;"Het aantal personen dat een uitkering ontvangt in het kader van de Algemene ouderdomswet (AOW).

De cijfers hebben betrekking op de laatste dag van de verslagperiode.

Algemene ouderdomswet (AOW)
De AOW is een algemene, de gehele bevolking omvattende, verplichte verzekering die personen vanaf de AOW-gerechtigde leeftijd een inkomen garandeert. In het Nederlandse socialezekerheidsstelsel is dit een volksverzekering. 
In principe is iedereen die nog niet de AOW-gerechtige leeftijd heeft bereikt en in Nederland woont, verzekerd voor de AOW. 
Ook degenen die niet in Nederland wonen, maar in Nederland in dienstbetrekking arbeid verrichten waarover loonbelasting wordt betaald, zijn verzekerd. 
Voor perioden die men in het buitenland woont, kan men zich verzekeren tegen verlies van aanspraak op een AOW-uitkering. 
Een uitkering kan, binnen het kader van de wet Beperking export uitkeringen (wet BEU), naar het buitenland worden overgemaakt.

AOW-gerechtigde leeftijd (AOW-leeftijd) 
De AOW-leeftijd is de leeftijd waarop het AOW-pensioen ingaat. De AOW-leeftijd is: 
Tot 2013: 65 jaar.
Vanaf 2013: gekoppeld aan de levensverwachting,
";;Double;aantal;0;Impossible
215;;;TopicGroup;;Bedrijfsvestigingen;"Bedrijfsvestigingen naar activiteit op 1 januari (SBI 2008), exclusief bedrijfsvestigingen in de sectoren overheid, onderwijs en zorg

Status van de cijfers:
De cijfers hebben een voorlopig karakter.

Deze tabel bevat gegevens over het aantal vestigingen van bedrijven naar economische activiteit, gebaseerd op de Standaard Bedrijfsindeling 2008 (SBI 2008). De vestigingen zijn voorts ingedeeld naar de gemeentelijke indeling per 1 januari van het verslagjaar.

Vestiging:
Elke afzonderlijk gelegen ruimte, terrein of complex van ruimten of terreinen, benut door een bedrijf voor uitoefening van de activiteiten. Ieder bedrijf bestaat uit ten minste één vestiging. Meerdere locaties van een bedrijf binnen één postcodegebied worden als één vestiging beschouwd.

Standaard Bedrijfsindeling 2008 (SBI 2008):
De Nederlandse hiërarchische indeling van economische activiteiten die door het CBS wordt gebruikt om bedrijfseenheden in te delen naar hun hoofdactiviteit. De SBI 2008 is de versie die vanaf 2008 gebruikt wordt.

In deze tabel is gekozen voor de hoofdactiviteit (SBI) van de vestiging. Niet iedere vestiging van een bedrijf houdt zich bezig met de hoofdactiviteit (SBI) van het bedrijf als geheel. Om te weten welke activiteiten worden uitgevoerd in een regio is de hoofdactiviteit (SBI) van de vestiging gebruikt. In de tabel zijn de vestigingen (naast de totalen) ook naar de volgende zeven sectoren onderverdeeld:
A: Landbouw, bosbouw en visserij
B-F: Nijverheid en energie
G+I: Handel en horeca
H+J: Vervoer, informatie en communicatie
K-L: Financiële diensten, onroerend goed
M-N: Zakelijke dienstverlening
R-U: Cultuur, recreatie, overige diensten

De sectoren overheid, onderwijs en zorg zijn niet opgenomen vanwege de onbetrouwbaarheid van deze gegevens.

Het aantal vestigingen is afgerond op een veelvoud van vijf. In geval van afrondingen kan het voorkomen, dat de totalen niet precies overeenstemmen met de som der opgetelde getallen.
";;;;;
216;165;215;Topic;BedrijfsvestigingenTotaal_164;Bedrijfsvestigingen totaal;;;Double;aantal;0;Impossible
217;;215;TopicGroup;;Bedrijfsvestigingen naar activiteit;;;;;;
218;166;217;Topic;ALandbouwBosbouwEnVisserij_165;A Landbouw, bosbouw en visserij;;;Double;aantal;0;Impossible
219;167;217;Topic;BFNijverheidEnEnergie_166;B-F Nijverheid en energie;;;Double;aantal;0;Impossible
220;168;217;Topic;GIHandelEnHoreca_167;G+I Handel en horeca;;;Double;aantal;0;Impossible
221;169;217;Topic;HJVervoerInformatieEnCommunicatie_168;H+J Vervoer, informatie en communicatie;;;Double;aantal;0;Impossible
222;170;217;Topic;KLFinancieleDienstenOnroerendGoed_169;K-L Financiële diensten, onroerend goed;;;Double;aantal;0;Impossible
223;171;217;Topic;MNZakelijkeDienstverlening_170;M-N Zakelijke dienstverlening;;;Double;aantal;0;Impossible
224;172;217;Topic;RUCultuurRecreatieOverigeDiensten_171;R-U Cultuur, recreatie, overige diensten;;;Double;aantal;0;Impossible
225;;;TopicGroup;;Landbouw;"De gegevens voor dit onderwerp komen uit de landbouwtelling. De landbouwtelling maakt deel uit van de gecombineerde opgave, die onder meer gebruikt wordt voor de uitvoering van het landbouwbeleid en handhaving van de Meststoffenwet.

De regionale indeling van de Landbouwtelling is gebaseerd op het hoofdvestigingsadres. Hierdoor kan de regio, waaraan de landbouwactiviteiten (houden van dieren, teelt van gewassen) worden toegerekend, afwijken van de plaats waar deze activiteiten daadwerkelijk plaatsvinden.

De peildatum voor het aantal dieren is 1 april; de peildatum voor de gewassen is 15 mei.

Met ingang van 2016 wordt voor de afbakening van de Landbouwtelling gebruik gemaakt van informatie uit het Handelsregister. Inschrijving in het Handelsregister met een agrarische SBI (Standaard BedrijfsIndeling) is leidend bij de bepaling of er sprake is van een landbouwbedrijf. Met deze afbakening wordt zo nauw mogelijk aangesloten bij de statistische verordeningen van Eurostat en de (Nederlandse) implementatie van het begrip 'actieve landbouwer' uit het Gemeenschappelijk Landbouwbeleid (GLB).

De afbakening van de Landbouwtelling op basis van informatie uit het Handelsregister heeft vooral invloed op het aantal bedrijven, hier treedt een duidelijke trendbreuk op. De invloed op arealen (behalve bij niet-cultuurgrond en natuurlijk grasland) en de dieraantallen (behalve bij schapen, en paarden en pony's) zijn beperkt. Dit heeft met name te maken met het soort bedrijven dat bij de nieuwe afbakening wordt uitgesloten (zoals maneges, kinderboerderijen en natuurbeheer organisaties). 

Met ingang van 2010 wordt een nieuwe norm voor de economische omvang van bedrijven en een nieuwe bedrijfstypering gehanteerd. Tot en met 2009 werd de economische omvang van agrarische bedrijven uitgedrukt in NGE (Nederlandse Grootte-Eenheid). Met ingang van 2010 is dit vervangen door SO (Standaard Opbrengst). Hierdoor wijzigt de ondergrens voor opname van bedrijven in de publicatie van de Landbouwtelling van 3 NGE in 3000 euro SO. 
Voor vergelijkbaarheid in de tijd zijn de gegevens van 2000 tot en met 2009 herberekend op basis van SO-normen en -indelingen. SO-normen worden om de drie jaar geactualiseerd. De meest recente actualisatie vond plaats in 2016; bij de herberekening zijn de SO-normen uit 2010 gehanteerd.

Met ingang van 2011 zijn er wijzigingen doorgevoerd in de geografische toedeling van bedrijven met hoofdvestiging in het buitenland. Dit kan met name in de grensgebieden invloed hebben op de regionale cijfers.
";;;;;
226;;225;TopicGroup;;Graasdieren;Graasdieren zijn paarden en pony's, rundvee, schapen en geiten.;;;;;
227;173;226;Topic;Rundvee_172;Rundvee;Jongvee, melk- en kalfkoeien, zoogkoeien en vlees- en weidekoeien, fokstieren en kalveren.;;Double;aantal;0;Impossible
228;174;226;Topic;Schapen_173;Schapen;Ooien, lammeren en rammen.;;Double;aantal;0;Impossible
229;175;226;Topic;Geiten_174;Geiten;;;Double;aantal;0;Impossible
230;176;226;Topic;PaardenEnPonyS_175;Paarden en pony's;Uitsluitend de op geregistreerde landbouwbedrijven voorkomende paarden en pony's.;;Double;aantal;0;Impossible
231;;225;TopicGroup;;Hokdieren;"Hokdieren zijn varkens, diverse soorten pluimvee, konijnen en edelpelsdieren.

Om hobbymatig van bedrijfsmatig gehouden dieren te onderscheiden, worden bij pluimvee, konijnen en edelpelsdieren aantallen van minder dan 25 stuks niet in de telling meegenomen.";;;;;
232;177;231;Topic;Varkens_176;Varkens;Biggen, fokvarkens en vleesvarkens.;;Double;aantal;0;Impossible
233;178;231;Topic;Kippen_177;Kippen;Leghennen, ouderdieren van leghennen, vleeskuikens en ouderdieren van vleeskuikens.;;Double;aantal;0;Impossible
234;179;231;Topic;Kalkoenen_178;Kalkoenen;"Kalkoenen, slachteenden en pluimvee (legeenden, ganzen, parelhoenders en dergelijke met uitzondering van kippen).
Om hobbymatig van bedrijfsmatig gehouden dieren te onderscheiden, worden bij pluimvee aantallen van minder dan 25 stuks niet in de telling meegenomen.";;Double;aantal;0;Impossible
235;180;231;Topic;Slachteenden_179;Slachteenden;;;Double;aantal;0;Impossible
236;181;231;Topic;OverigPluimvee_180;Overig pluimvee;Legeenden, ganzen, parelhoenders en dergelijke.;;Double;aantal;0;Impossible
237;182;231;Topic;Konijnen_181;Konijnen;Gespeende vleeskonijnen en voedsters (moederdieren).;;Double;aantal;0;Impossible
238;183;231;Topic;Edelpelsdieren_182;Edelpelsdieren;"Sinds 8 januari 2021 is er in Nederland een verbod op de pelsdierhouderij. 

Nertsen en overige pelsdieren, uitsluitend moederdieren.

Sinds 2008 voornamelijk nertsen.

Het is in Nederland niet meer toegestaan vossen en chinchilla's te fokken voor bont. In 1998 werd al bepaald dat er geen nieuwe vossen- en chinchillafokkerijen bij mochten komen, en dat bestaande bedrijven niet konden uitbreiden. Op 1 april 2008 is er een einde gekomen aan de tienjarige overgangstermijn voor bestaande fokkerijen.
";;Double;aantal;0;Impossible
239;;225;TopicGroup;;Oppervlakte cultuurgrond;"Cultuurgrond is grond die, blijvend dan wel tijdelijk, deel uitmaakt van het bedrijf, en in hoofdzaak bestemd is voor het voortbrengen van landbouwproducten (akkerbouw, tuinbouw, veehouderij), met inbegrip van braakland en (tijdelijk) grasland.

Omvat akkerbouw, tuinbouw open grond, tuinbouw onder glas, grasland en groenvoedergewassen.";;;;;
240;184;239;Topic;TotaleOppervlakte_183;Totale oppervlakte;Oppervlakte cultuurgrond van alle land- en tuinbouwbedrijven.;;Double;are;0;Impossible
241;185;239;Topic;Akkerbouw_184;Akkerbouw;"Oppervlakte cultuurgrond ten behoeve van akkerbouw als percentage van de totale oppervlakte cultuurgrond.

Akkerbouw is teelt in de volle grond, veelal voor industriële verwerking.";;Double;%;1;Impossible
242;186;239;Topic;TuinbouwOpenGrond_185;Tuinbouw open grond;"Oppervlakte cultuurgrond ten behoeve van tuinbouw open grond als percentage van de totale oppervlakte cultuurgrond.

Tuinbouw open grond is teelt in de volle grond, veelal direct voor de markt.";;Double;%;1;Impossible
243;187;239;Topic;TuinbouwOnderGlas_186;Tuinbouw onder glas;"Oppervlakte cultuurgrond ten behoeve van tuinbouw onder glas als percentage van de totale oppervlakte cultuurgrond.

Tuinbouw onder glas is teelt in kassen, bedekt met glas of plastic, of in betreedbare plastic tunnels.";;Double;%;1;Impossible
244;188;239;Topic;BlijvendGrasland_187;Blijvend grasland;"Oppervlakte cultuurgrond ten behoeve van blijvend grasland als percentage van de totale oppervlakte cultuurgrond.

Blijvend grasland is grond met een natuurlijke of ingezaaide vegetatie van grassen of andere kruidachtige voedergewassen, die voor minstens 5 jaar niet in de vruchtwisseling is meegenomen. 

Vruchtwisseling is het op een perceel na elkaar telen van verschillende gewassen om bodemziekten te voorkomen.";;Double;%;1;Impossible
245;189;239;Topic;NatuurlijkGrasland_188;Natuurlijk grasland;"Oppervlakte cultuurgrond ten behoeve van natuurlijk grasland als percentage van de totale oppervlakte cultuurgrond.

Natuurlijk grasland is grond met een natuurlijke of ingezaaide vegetatie van grassen of andere kruidachtige voedergewassen waarvan de opbrengst niet meer bedraagt dan 5 ton droge stof/ha per jaar en waarbij het beheer gedurende meerdere jaren op geen enkele wijze gericht is op een verhoging of handhaving van de landbouwkundige productie. Hiermee worden maatregelen bedoeld zoals bemesting, drainage en onkruidbestrijding.";;Double;%;1;Impossible
246;190;239;Topic;TijdelijkGrasland_189;Tijdelijk grasland;"Oppervlakte cultuurgrond ten behoeve van tijdelijk grasland als percentage van de totale oppervlakte cultuurgrond.

Tijdelijk grasland is grond met een natuurlijke of ingezaaide vegetatie van grassen of andere kruidachtige voedergewassen, die voor minder dan 5 jaar niet in de vruchtwisseling is meegenomen. 

Vruchtwisseling is het op een perceel na elkaar telen van verschillende gewassen om bodemziekten te voorkomen.";;Double;%;1;Impossible
247;191;239;Topic;Groenvoedergewassen_190;Groenvoedergewassen;"Oppervlakte cultuurgrond ten behoeve van groenvoedergewassen als percentage van de totale oppervlakte cultuurgrond.
Omvat luzerne, snijmaïs en voederbieten.";;Double;%;1;Impossible
248;;225;TopicGroup;;Mineralenuitscheiding;"Mineralenuitscheiding per ha cultuurgrond.

De mineralenuitscheidingsfactoren worden voor elke stof apart berekend op basis van een balans per dier: uitscheiding van mineralen is gelijk aan opname van mineralen met voer minus vastlegging van mineralen in dierlijke producten. 
De hoeveelheid uitgescheiden fosfaat en kalium wordt gelijk verondersteld aan de hoeveelheid fosfaat en kalium in de mest.

De basis voor de balansberekening van de standaardfactoren wordt gevormd door gegevens over het veevoedergebruik (krachtvoer en ruwvoer) en gegevens over de dierlijke productie (melk, eieren en vlees, inclusief de groei en het aantal geboren dieren). 
Deze gegevens worden zoveel mogelijk ontleend aan statistieken en technische administraties van het betreffende jaar. De uitscheidingsfactoren worden jaarlijks vastgesteld door de Werkgroep Uniformering berekeningswijze Mest- en mineralencijfers (WUM).

De mineralenuitscheidingsfactoren per hectare cultuurgrond zijn berekend met behulp van de totale cultuurgrond exclusief braakland (natuurbraak en groenbraak) en snel groeiend hout.";;;;;
249;192;248;Topic;Stikstofuitscheiding_191;Stikstofuitscheiding;De totale hoeveelheid uitgescheiden stikstof (N) zonder aftrek van stikstof die vervluchtigt in de vorm van ammoniak (NH3) inclusief de afvoer via spuiwater van luchtwassers, lachgas (N2O), stikstofoxide (NO) en stikstofgas (N2).;;Double;kg/ha;0;Impossible
250;193;248;Topic;Fosfaatuitscheiding_192;Fosfaatuitscheiding;De uitgescheiden hoeveelheid fosfaat uitgedrukt in P2O5. In tegenstelling tot stikstof treden bij fosfaat geen gasvormige verliezen op.;;Double;kg/ha;0;Impossible
251;194;248;Topic;KaliUitscheiding_193;Kali-uitscheiding;"In geproduceerde mest aanwezige hoeveelheid kali uitgedrukt in K2O. In tegenstelling tot stikstof treden bij kali geen gasvormige verliezen op.

De cijfers van 2017 voor kali-uitscheiding blijven voorlopig. Daarna worden over kali-uitscheiding geen cijfers meer gepubliceerd omdat het vanuit milieuoogpunt minder relevant is en de cijfers onzeker zijn.";;Double;kg/ha;0;Impossible
252;;225;TopicGroup;;Mestproductie;"Productie van dunne en vaste mest door bij de landbouwtelling getelde dieren, uitgezonderd overig pluimvee (legeenden, ganzen, parelhoenders en dergelijke)en pelsdieren anders dan nertsen en vossen 
Het betreft de hoeveelheid mest die na enkele maanden bewaring aanwezig is in stalopslag en in opslag buiten de stal, inclusief schoonmaakwater en vermorst drinkwater. 
Voor rundvee en schapen komt daar nog de hoeveelheid mest bij die deze dieren produceren wanneer ze in de wei lopen.";;;;;
253;195;252;Topic;DunneMest_194;Dunne mest;Alle rundveemest (uitgezonderd de mestproductie in de stal van vleeskoeien), de weidemest van schapen, paarden en pony's, alle varkensmest en de mest van leghennen in een stalsysteem met dunne mest.;;Double;mln kg;0;Impossible
254;196;252;Topic;VasteMest_195;Vaste mest;De stalmest van vleeskoeien, schapen, geiten, paarden en pony's, de pluimveemest in stalsystemen met vaste mest en de mest van konijnen en pelsdieren.;;Double;mln kg;0;Impossible
255;;;TopicGroup;;Verkeer en vervoer;;;;;;
256;;255;TopicGroup;;Motorvoertuigen;"Gemotoriseerde voertuigen voor het wegverkeer.
Hieronder vallen personenauto's, bedrijfsmotorvoertuigen (bestelauto's, vrachtauto's, trekkers, speciale voertuigen, bussen), motorfietsen en voertuigen met een bromfietskenteken.
Aanhangers, opleggers, op rails rijdende voertuigen, en fietsen met trapondersteuning vallen niet onder de motorvoertuigen.

De gegevens zijn ontleend aan de Statistiek van de Motorvoertuigen. Deze gegevens zijn gebaseerd op de kentekenregistratie van RDW. Met behulp van deze registratie zijn tellingen gemaakt van alle voertuigen met actuele, houderschapsplichtige kentekens die op 1 januari in het kentekenbestand voorkomen.

De uitkomsten zijn beschikbaar vanaf 2000, voertuigen met een bromfietskenteken vanaf 2007. ";;;;;
257;197;256;Topic;PersonenautoS_196;Personenauto's;"Motorvoertuig voor personenvervoer over de weg, exclusief brom- en motorfietsen, met maximaal negen zitplaatsen (met inbegrip van de bestuurdersplaats).

Hieronder vallen:
a) personenauto's
b) bestelwagens ontworpen voor en voornamelijk gebruikt voor het vervoer van reizigers
c) taxi's
d) huurauto's
e) ziekenwagens
f) campers.
Lichte wegvoertuigen voor goederenvervoer over de weg, touringcars, autobussen en minibussen vallen hier niet onder.
Het begrip personenauto omvat ook taxi's en huurauto's met minder dan tien zitplaatsen. Vanaf 1 mei 2009 worden campers gekentekend als personenauto of als bus afhankelijk van het aantal zitplaatsen. Vóór die datum zijn campers geregistreerd als speciale voertuigen.";;Double;aantal;0;Impossible
258;198;256;Topic;PersonenautoSRelatief_197;Personenauto's, relatief;"Personenauto's per duizend inwoners.

Personenauto:
Motorvoertuig voor personenvervoer over de weg, exclusief brom- en motorfietsen, met maximaal negen zitplaatsen (met inbegrip van de bestuurdersplaats).

Hieronder vallen:
a) personenauto's
b) bestelwagens ontworpen voor en voornamelijk gebruikt voor het vervoer van reizigers
c) taxi's
d) huurauto's
e) ziekenwagens
f) campers.
Lichte wegvoertuigen voor goederenvervoer over de weg, touringcars, autobussen en minibussen vallen hier niet onder.
Het begrip personenauto omvat ook taxi's en huurauto's met minder dan tien zitplaatsen. Vanaf 1 mei 2009 worden campers gekentekend als personenauto of als bus afhankelijk van het aantal zitplaatsen. Vóór die datum zijn campers geregistreerd als speciale voertuigen.";;Double;per 1 000 inwoners;0;Impossible
259;199;256;Topic;PersonenautoSParticulieren_198;Personenauto's particulieren;"Personenauto's op naam van natuurlijke personen (particulieren). Eenmanszaken, rederijen en maatschappen vallen hier ook onder, aangezien voertuigen van deze organisaties altijd op de particuliere naam van de eigenaar staan. 
Personenauto's op naam van rechtspersonen (bedrijven) zijn buiten beschouwing gelaten, om vertekening van de cijfers door grote verhuur- en leasebedrijven te voorkomen.

Bij het bepalen van het aantal personenauto's per geografische eenheid wordt uitgegaan van de woon- of vestigingsplaats die is opgegeven bij de tenaamstelling van het kenteken.
";;Double;aantal;0;Impossible
260;200;256;Topic;PersonenautoSParticulierenRelatief_199;Personenauto's particulieren, relatief;"Personenauto's particulieren per duizend inwoners. 

Personenauto's particulieren:
Personenauto's op naam van natuurlijke personen (particulieren). Eenmanszaken, rederijen en maatschappen vallen hier ook onder, aangezien voertuigen van deze organisaties altijd op de particuliere naam van de eigenaar staan. 
Personenauto's op naam van rechtspersonen (bedrijven) zijn buiten beschouwing gelaten, om vertekening van de cijfers door grote verhuur- en leasebedrijven te voorkomen.
";;Double;per 1 000 inwoners;0;Impossible
261;201;256;Topic;Bedrijfsmotorvoertuigen_200;Bedrijfsmotorvoertuigen;"Motorvoertuig ingericht voor het vervoer van goederen of personen, voor het uitvoeren van bijzondere doeleinden of voor het trekken van opleggers.

Hieronder vallen bestelauto's, vrachtauto's, trekkers, speciale voertuigen en bussen.
Aanhangwagens en opleggers vallen hier niet onder.";;Double;aantal;0;Impossible
262;202;256;Topic;Motorfietsen_201;Motorfietsen;Voertuig voor het wegverkeer op twee, drie of vier wielen met een onbeladen gewicht van maximaal 400 kg. Dergelijke motorvoertuigen met een cilinderinhoud van meer dan 50 cm³ vallen hieronder, alsook motorvoertuigen met een cilinderinhoud van minder dan 50 cm³ die niet aan de definitie van bromfiets beantwoorden.;;Double;aantal;0;Impossible
263;203;256;Topic;MotorfietsenRelatief_202;Motorfietsen, relatief;"Motorfietsen per duizend inwoners.

Motorfiets:
Voertuig voor het wegverkeer op twee, drie of vier wielen met een onbeladen gewicht van maximaal 400 kg. Dergelijke motorvoertuigen met een cilinderinhoud van meer dan 50 cm³ vallen hieronder, alsook motorvoertuigen met een cilinderinhoud van minder dan 50 cm³ die niet aan de definitie van bromfiets beantwoorden.";;Double;per 1 000 inwoners;0;Impossible
264;204;256;Topic;VoertuigenMetBromfietskenteken_203;Voertuigen met bromfietskenteken;"Voertuig met een geldig Nederlands bromfietskenteken en toegelaten tot deelname aan het verkeer op de openbare weg.

Het totaal van alle snorfietsen, bromfietsen, brommobielen en overige voertuigen met bromfietskenteken (zoals bromfiets-quads, bakbromfietsen en 3-wielige brommers). 
Exclusief gehandicapten-voertuigen.";;Double;aantal;0;Impossible
265;205;256;Topic;VoertuigenMetBromfietskenteken_204;Voertuigen met bromfietskenteken (%);"Voertuigen met bromfietskenteken per duizend inwoners.

Voertuig met bromfietskenteken:
Voertuig met een geldig Nederlands bromfietskenteken en toegelaten tot deelname aan het verkeer op de openbare weg.

Het totaal van alle snorfietsen, bromfietsen, brommobielen en overige voertuigen met bromfietskenteken (zoals bromfiets-quads, bakbromfietsen en 3-wielige brommers). 
Exclusief gehandicapten-voertuigen.";;Double;per 1 000 inwoners;0;Impossible
266;;255;TopicGroup;;Lengte van wegen;"Als uitgangspunt voor de lengte van wegen is het Nationale Wegenbestand (een product van Adviesdienst Verkeer en Vervoer) gebruikt. Fiets- en voetpaden zijn uitgesloten. 
Dit is mede gedaan met behulp van de meest recente kaartbladen van Top10Vector. 
Voor het uitsluiten van de fiets- en voetpaden voor 2001, 2002 en 2003 zijn de meest recente Top10Vector bladen gebruikt die op 18 maart 2004 bij het CBS beschikbaar waren.";;;;;
267;206;266;Topic;TotaleWeglengte_205;Totale weglengte;"Totale lengte van alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, voorzien van een straatnaam of nummer, waarop verkeer met motorvoertuigen op meer dan twee wielen is toegestaan.
Dit gegeven is beschikbaar vanaf 2001.";;Double;kilometer;0;Impossible
268;207;266;Topic;GemeentelijkeEnWaterschapswegen_206;Gemeentelijke en waterschapswegen;"Wegen beheerd door gemeente of waterschap. Waterschapswegen vormen een belangrijk deel van het wegennet buiten de bebouwde kom van de provincies Noord-Holland, Zuid-Holland en Zeeland. 
Door de overgang van gemeente Vianen van Zuid-Holland naar Utrecht op 1 januari 2002 heeft vanaf deze datum ook provincie Utrecht waterschapswegen. 
Dit gegeven is beschikbaar vanaf 2001.";;Double;kilometer;0;Impossible
269;208;266;Topic;ProvincialeWegen_207;Provinciale wegen;Wegen beheerd door de provincie. Dit gegeven is beschikbaar vanaf 2001.;;Double;kilometer;0;Impossible
270;209;266;Topic;Rijkswegen_208;Rijkswegen;Wegen beheerd door het Rijk. Dit gegeven is beschikbaar vanaf 2001.;;Double;kilometer;0;Impossible
271;;;TopicGroup;;Nabijheid voorzieningen;"De afstand tot een voorziening is de gemiddelde afstand van alle
inwoners in een gebied tot de dichtstbijzijnde voorziening, berekend over de weg.
De afstand is berekend over verharde, door auto's te gebruiken wegen, dus niet over fiets- en voetpaden. Overtochten via veerboten zijn hierbij inbegrepen.
Verbindingen via het buitenland worden echter niet meegenomen. Ook wordt geen rekening gehouden met éénrichtingsverkeer en overige inrijverboden, behalve bij rijks- en provinciale wegen.
De verbindingen over de weg, gevormd door het netwerk van verharde (auto)wegen, zijn opgebouwd op basis van het Nationaal Wegen Bestand (Rijkswaterstaat).
De gemiddelde afstand is opgenomen wanneer van 90 procent of meer van de inwoners in het gebied de exacte ligging (x,y-coördinaat) van het adres kon worden vastgesteld.
Daarnaast geldt dat het gemiddelde alleen is vermeld bij minimaal 10
inwoners per gebied.
.
Een voorziening is een locatie die bezocht kan worden door personen.
De locatie sluit aan bij het gebruik in het dagelijks leven.
Het aantal voorzieningen binnen een bepaalde afstand is het gemiddeld aantal voorzieningen binnen een bepaalde afstand van alle inwoners,
berekend over de weg. De vaste afstanden zijn bepaald op 1, 3, 5, 10 of 20 kilometer.
Afhankelijk van de dichtheid van de voorzieningen is een keuze gemaakt voor de meest relevante afstand.
Het gemiddeld aantal voorzieningen binnen een bepaalde afstand is opgenomen wanneer van 90 procent of meer van de inwoners in het gebied de exacte ligging (x,y-coördinaat) van het adres kon worden vastgesteld.
Daarnaast geldt dat het aantal voorzieningen alleen is vermeld bij minimaal 10 inwoners per gebied.
De adresgegevens van voorzieningen komen van verschillende (externe) instellingen:
- De DUO (Dienst Uitvoering Onderwijs, onderdeel van het Ministerie OCW) verstrekt de adressen van de schoolvestigingen.
LOCATUS levert locaties van detailhandel, horeca, bioscopen,
sportvoorzieningen (met uitzondering van kunstijsbanen) en recreatievoorzieningen.
Het Nivel (Nederlands Instituut voor onderzoek van de gezondheidszorg) verstrekt de adressen van (apotheekhoudende) huisartsen.
Het Onderzoeksbureau Regioplan Beleidsonderzoek heeft de adressen van de kinderopvang geïnventariseerd.
Het RIVM (Rijksinstituut voor Volksgezondheid en Milieu) verstrekt de adressen van ziekenhuizen.
De VHN (Vereniging Huisartsenposten Nederland) verstrekt de adressen van huisartsenposten.
De VOB (Vereniging van Openbare Bibliotheken) publiceert de locaties van de bibliotheken en hun vestigingen.
.
Onder een inwoner wordt een persoon verstaan die behoort tot de bevolking van een bepaald gebied. In de bevolkingsaantallen zijn uitsluitend personen begrepen die zijn opgenomen in de gemeentelijke basisadministratie van een Nederlandse gemeente.
In principe wordt iedereen die voor onbepaalde tijd in Nederland woont, opgenomen in het bevolkingsregister van de woongemeente.
.";;;;;
272;;271;TopicGroup;;Gezondheid;;;;;;
